"municipio";"nombre_cine";"numero_pantallas";"fecha_inaguracion";"direccion";"comunidad"
"Alcorisa";"Sala Alcor 82 (Cine Alcor 82)";"3";"1982";"Pl. Alcalde José Ángel Azuara, 4";"ARAGON"
"Alfambra";"Cine California";"1";"1958";"c/ Doctor López, 38";"ARAGON"
"Alfamén";"Cine Gran Vía";"2";"1953";"c/ Santiago Apóstol, 24";"ARAGON"
"Alhama de";"Cine del Casino (Gran Casino y Teatro, Teatro del Balneario, Cine Casino)";"1";"1918";"c/ Constitución, 20";"ARAGON"
"Alhama de";"Teatro Echegaray";"2";"1906";"Avda. de Aragón, 34‐36";"ARAGON"
"Alloza";"Cine Español";"2";"1947";"c/ Pl. España, 3";"ARAGON"
"Almudévar";"Centro Cultural de Almudévar (Cine Principal)";"3";"1940";"c/ Mayor, 75";"ARAGON"
"La Almunia de Doña Godina";"Cine Blanco (Cine Salón Blanco)";"3";"1940";"c/ Garay, 5";"ARAGON"
"Alpartir";"Salón Multiusos ""El Cine"" (Cine de Alpartir)";"2";"1955";"Pl. Iglesia";"ARAGON"
"Andorra";"Cine Coliseum España (Cine Coliseum, Cine Coliseo)";"1";"1953";"c/ Grupo Escolar, 12";"ARAGON"
"Andorra";"Cine de Endesa";"2";"1964";"c/ de las Hermanas Zapata, 8";"ARAGON"
"Andorra";"Cine Tívoli";"2";"1955";"Avda. San Jorge, 20 esquina con Avda. 2 de Mayo";"ARAGON"
"Ansó";"Cine de Ansó";"2";"1955";"c/ Santa Bárbara, s/n";"ARAGON"
"Aréns de Lledó";"Cine Asociación Cultural El Galeró (Cine Unión)";"3";"1955";"Avda. Cataluña, 9";"ARAGON"
"Ariño";"Cine del barrio minero de";"2";"1946";"Ctra. Albalate‐Oliete, 9 (Barrio";"ARAGON"
"Ariño";"Ariño (Cine S.A.M.C.A.)";"";"";"minero de Ariño)";"ARAGON"
"Ariza";"Cine Nica";"2";"1951";"Pl. del Hortal";"ARAGON"
"Ayerbe";"Cine Moderno";"2";"1931";"Pl. Ramón y Cajal";"ARAGON"
"Ballobar";"Cine Goya";"2";"1943";"c/ San Juan Baja, 2";"ARAGON"
"Barbastro";"Cine Cortés";"3";"1955";"c/ de San Hipólito, 4";"ARAGON"
"Barbastro";"Cine Gran Coliseo (Gran Coliseo)";"2";"1932";"c/ Escuelas Pías";"ARAGON"
"Beceite";"Cine Moderno (Cine El Palau)";"2";"1953";"c/ San Roque, 19";"ARAGON"
"Belver de Cinca";"Cine Capitolio";"2";"1931";"Belver de Cinca";"ARAGON"
"Belver de Cinca";"Cine Goya";"1";"1949";"Belver de Cinca";"ARAGON"
"Benabarre";"Cine Ribagorza";"1";"1940";"c/ Francisco Abad";"ARAGON"
"Berbegal";"Cine Berbegal";"2";"1955";"c/ Huesca";"ARAGON"
"Bezas";"Cine de Bezas";"2";"1966";"c/ San José, 17";"ARAGON"
"Biescas";"Cine Duarsal";"2";"1950";"c/ Esperanza";"ARAGON"
"Boquiñeni";"Salón Cinema";"1";"1952";"c/ Conde Aranda";"ARAGON"
"Borja";"Cine Pequeño";"2";"1970";"c/ Mayor";"ARAGON"
"Borja";"Teatro Cine Cervantes (Cine Cervantes)";"3";"1946";"c/ Ramón y Cajal, 1";"ARAGON"
"Botorrita";"Cine Omnium (Cine parroquial)";"2";"1960";"Pl. de la Hermandad, 23";"ARAGON"
"Burbáguena";"Cine (""Edificio del Cuco"")";"1";"1920";"c/ Mayor, 59";"ARAGON"
"Calamocha";"Teatro Ideal Cinema (Cine‐ Teatro Ideal Cinema)";"2";"1943";"c/ Cañizarejo";"ARAGON"
"Calanda";"Cine La Hoya";"1";"1960";"Pl. Cardenal Cascajares y c/ de la Hoya";"ARAGON"
"Calatayud";"Multicines Principal (Teatro Principal, Cine Principal)";"1";"1950";"Pl. Darío Pérez, 10";"ARAGON"
"Calatayud";"Teatro Capitol (Cine Capitol)";"3";"1933";"Pl. San Andrés, 12‐14";"ARAGON"
"Calatorao";"Cine Calatorense (Cine Parroquial)";"1";"1940";"c/ Herrería";"ARAGON"
"Candasnos";"Cine Cámara";"2";"1964";"c/ San Isidro, 19";"ARAGON"
"Candasnos";"Cine Mariñoso";"2";"1941";"c/ Zaragoza, 1";"ARAGON"
"Canfranc";"Cine Victoria";"2";"1948";"Avda. Fernando el Católico, 13";"ARAGON"
"Cariñena";"Cine Olimpia";"3";"1930";"c/ Urbezo Unsain, 12";"ARAGON"
"Caspe";"Teatro Cine Goya (Teatro Goya, Cine Goya)";"3";"1930";"c/ Lorenzo Pardo, 2‐4";"ARAGON"
"Castelserás";"Cine Victoria";"2";"1951";"Pl. España, 9";"ARAGON"
"Castiliscar";"Cine Mirlo";"2";"1955";"c/ Mayor";"ARAGON"
"Cetina";"Cine Victoria (Salón Quevedo)";"2";"1943";"c/ Siguenza, 26";"ARAGON"
"Cretas";"Cine Maestrazgo (Cine Rex)";"2";"1931";"Cretas";"ARAGON"
"Daroca";"Cine Cervantes (Teatro Cervantes)";"2";"1920";"Pl. España, 20";"ARAGON"
"Ejea de los Caballeros";"Cine Bayo";"1";"1940";"El Bayo";"ARAGON"
"Ejea de los Caballeros";"Cine Farasdués";"2";"1940";"(Farasdués)";"ARAGON"
"Ejea de los Caballeros";"Cine Goya (Teatro Cine Goya)";"1";"1954";"c/ Ramón y Cajal, 17";"ARAGON"
"Escatrón";"Cine de Escatrón";"2";"1955";"c/ 5 de febrero, 113";"ARAGON"
"Esplús";"Cine Espiga";"1";"1951";"Ctra. Alta";"ARAGON"
"Estadilla";"Cine Moderno";"2";"1948";"Avda. Aragón";"ARAGON"
"Estercuel";"Cine Ves";"2";"1955";"c/ Mayor Alta, 3";"ARAGON"
"Fabara";"Cine Municipal (Cine Avenida)";"3";"1948";"c/ Industria, 13";"ARAGON"
"Fraga";"Multicines Florida (Cine Florida, Cines Florida)";"1";"1948";"c/ San Quintín, 1";"ARAGON"
"Fuentes de Ebro";"Teatro Cine Municipal (Cine Parroquial, ""Cine del Cura"")";"3";"1940";"c/ Doctor Zamenhof";"ARAGON"
"Gallur";"Cine Roma";"2";"1956";"Pl. España, 8";"ARAGON"
"Gea de Albarracín";"Cine El Soguero";"2";"1955";"c/ González Palencia";"ARAGON"
"Gelsa";"Centro Cultural La Diezma (Palacio de Proyecciones, Cine Parroquial)";"2";"1952";"Pl. Mayor, 26";"ARAGON"
"Graus";"Teatro Cine Salamero (Cine Salamero, Teatro Salamero)";"3";"1934";"c/ Ángel Samblancat, 18";"ARAGON"
"Gurrea de Gállego";"Sala Municipal de Espectáculos Cine Rex (Cine Rex)";"3";"1957";"c/ Cortes de Aragón, 37";"ARAGON"
"Hecho";"Cine de Hecho";"2";"1955";"Hecho";"ARAGON"
"Huesca";"Teatro Olimpia (Cine Olimpia)";"3";"1925";"c/ del Coso Alto, 42‐44";"ARAGON"
"Huesca";"Teatro Salesiano";"3";"1954";"Avda. Monreal, 14";"ARAGON"
"Jaca";"Cine Astoria";"1";"1964";"c/ Domingo Miral, 6";"ARAGON"
"Lalueza";"Salón Variedades";"2";"1947";"Paseo Cominge, 1";"ARAGON"
"Lanaja";"Cine Lope de Vega";"1";"1933";"c/Joaquín Costa";"ARAGON"
"Leciñena";"Cine Cervantes";"2";"1949";"c/ Ramón y Cajal, 2";"ARAGON"
"Longares";"Cine Longares";"2";"1955";"Longares";"ARAGON"
"Lumpiaque";"Cine Dorado";"2";"1945";"Avda. Constitución, 64";"ARAGON"
"Maella";"Cine Teatro ""La Sinceridad"" (Cine Goya)";"3";"1928";"Avda. Aragón, 62";"ARAGON"
"Mallén";"Cine Pardo";"2";"1939";"c/ Padre Ibáñez";"ARAGON"
"Maluenda";"Cine Maluenda";"2";"1955";"Avda. José Antonio";"ARAGON"
"Mequinenza";"Cine Goya";"1";"1920";"Mequinenza (antiguo pueblo)";"ARAGON"
"Mequinenza";"Cine Sala Goya (Cine Juventud, ""Cine de Arriba"")";"3";"1973";"Pl. de la U, s/n";"ARAGON"
"Monreal del Campo";"Cine Latorre";"1";"1960";"c/ Mayor, 63";"ARAGON"
"Montalbán";"Cine Las Vegas";"1";"1958";"Avda. Aragón";"ARAGON"
"Monzón";"Cine del Barrio del Palomar (Cine del Palomar)";"1";"1955";"c/ Huesca, 1";"ARAGON"
"Monzón";"Cine Goya (Cinema Goya)";"2";"1932";"c/ Juan de Lanuza, 10‐12 esquina a c/ Ramón y Cajal";"ARAGON"
"Monzón";"Cine Teatro Victoria (Cinematógrafo de Monzón, Cine Victoria)";"3";"1930";"c/ Santa Bárbara, 27‐31";"ARAGON"
"Morata de Jalón";"Cine Olimpia";"1";"1930";"c/ Mariano Lahoz, 10‐12";"ARAGON"
"Morés";"Cine del Tío Martín";"2";"1940";"Avda. Francisca Gil";"ARAGON"
"Moyuela";"Salón Cine";"2";"1955";"c/ Apaolaza, s/n";"ARAGON"
"Muel";"Cine Coliseum";"2";"1940";"Avda. García Jiménez";"ARAGON"
"Nonaspe";"Cine Freixa (Cine Azul)";"2";"1944";"c/ Trinquete, 6";"ARAGON"
"Nuévalos";"Cine de Nuévalos";"2";"1955";"c/ Constitución s/n";"ARAGON"
"Ojos Negros";"Cine Ojos Negros";"2";"1951";"c/ Reverendo Padre Fogued";"ARAGON"
"Oliete";"Cine Capitol";"1";"1954";"c/ Baja, 7";"ARAGON"
"Ontiñena";"Cine Kursaal";"1";"1949";"Pl. Mayor";"ARAGON"
"Peñalba";"Cine Avenida";"1";"1949";"Carretera Antigua";"ARAGON"
"Pina de Ebro";"Cine Laus";"2";"1965";"Pl. Mayor, 3";"ARAGON"
"Pradilla de Ebro";"Cine Ebro";"2";"1955";"c/ del Silencio";"ARAGON"
"La Puebla de Híjar";"Salón Avenida";"2";"1947";"c/ Molino Aceitero";"ARAGON"
"Remolinos";"Centro Cultural Goya (Cine Goya)";"1";"1929";"Ronda San Antonio";"ARAGON"
"Ricla";"Cine de los Sánchez";"1";"1960";"c/ Carnecería";"ARAGON"
"Sabiñán";"Cine Ideal";"2";"1929";"c/ Conde Argillo";"ARAGON"
"Sabiñánigo";"Cine Cumbre";"2";"1960";"Sabiñánigo";"ARAGON"
"Sabiñánigo";"Cine Escalar (""Cine del barrio"", Teatro de Ramón Aso)";"2";"1949";"c/ Serrablo, 114";"ARAGON"
"Sabiñánigo";"Cine Rialto";"2";"1955";"c/ Velázquez, 4 (Puente Sardas)";"ARAGON"
"Samper de Calanda";"Cine Moderno (""Cine de Espés"")";"1";"1926";"c/ Linares";"ARAGON"
"Santa Eulalia";"Cine Victoria";"2";"1951";"c/ Francisco Piquer";"ARAGON"
"Sariñena";"Cine El Molino";"3";"1944";"Avda. de Fraga, 5";"ARAGON"
"Sariñena";"Salón Victoria";"2";"1944";"c/ Rafael Ulled, 1 esquina c/ del Cine";"ARAGON"
"Sástago";"Cine Goya";"1";"1940";"c/ Mayor, 68";"ARAGON"
"Sástago";"Cine Moderno (Cine Nuevo)";"1";"1955";"c/ Mayor, 69";"ARAGON"
"Sena";"Cine Ferrero";"2";"1949";"c/ Juan XXIII y Avda. Huesca, 58";"ARAGON"
"Sos del Rey Católico";"Cine Elíseos (Cine Elíseas)";"1";"1949";"c/ Fernando el Católico, 15";"ARAGON"
"Tamarite de Litera";"Cine Paseo";"3";"1928";"Paseo del Hortaz, 13";"ARAGON"
"Tamarite de Litera";"Cine Victoria";"2";"1949";"Paseo del Hortaz, 9";"ARAGON"
"Tarazona";"Cinema Herrero (Cine Herrero)";"2";"1951";"c/ Virgen del Río, 3";"ARAGON"
"Tarazona";"Teatro Bellas Artes";"3";"1921";"Avda. de Navarra, 10";"ARAGON"
"Tardienta";"Cine Avenida";"2";"1951";"Avda. José María Peleato, 5";"ARAGON"
"Tauste";"Cine Dorado (""Cine de Paulino"")";"2";"1960";"c/ San Jorge";"ARAGON"
"Terrer";"Cine Terrer";"2";"1960";"c/ Real";"ARAGON"
"Teruel";"Cine Teatro Tenor Marín (Teatro Marín, Cine Marín)";"3";"1922";"Pl. San Juan, 2";"ARAGON"
"Teruel";"Sala Maravillas (Cine Maravillas)";"3";"1945";"c/ San Miguel, 5";"ARAGON"
"Torrente de Cinca";"Cine Capitol";"1";"1947";"c/ Carretera";"ARAGON"
"Torres de Berrellén";"Coliseo Bonet";"1";"1939";"Avda. Constitución";"ARAGON"
"Torrijo del Campo";"Cinema Torrijo";"1";"1955";"c/ Fray León Villuendas, 22";"ARAGON"
"Uncastillo";"Cine Goya (Cine Canales)";"2";"1928";"Pl. del Ordinario, 3";"ARAGON"
"Urrea de Gaén";"Casa de Cultura (Cine de Urrea)";"3";"1955";"Lugar Barrio Alto, 30";"ARAGON"
"Utebo";"Cine Gaby (Cine Alfayé)";"2";"1955";"Paseo Berbegal, 5";"ARAGON"
"Valdealcorfa";"Cine Dorado (Cine Albesa)";"2";"1947";"Pl. Convento, 1 o c/ Diego Ramellore, 7";"ARAGON"
"Valderrobres";"Cine Montecarlo (Cine Dorado)";"1";"1942";"Avda. Hispanidad, 90";"ARAGON"
"Valle de Hecho";"Cine Cheso";"1";"1960";"Hecho";"ARAGON"
"Velilla de Cinca";"Cine Dorado";"1";"1943";"c/ Molino y c/ El Horno";"ARAGON"
"Villafranca del Campo";"Cine Avenida";"1";"1961";"c/ La Balsa, 39";"ARAGON"
"Villamayor de Gállego";"Cine Roma";"2";"1955";"c/ El Paso";"ARAGON"
"Villanueva de Gállego";"Cine Avenida";"2";"1946";"Paseo de la Estación, 30";"ARAGON"
"Villanueva de Gállego";"Sala Capitol (Cine Capitol, Teatro Cine Capitol)";"3";"1949";"c/ Gómez Acebo, 23‐25";"ARAGON"
"Villarquemado";"Cine Municipal (Cine Elena)";"3";"1928";"c/ Santiago Sebastián";"ARAGON"
"Villarroya de la Sierra";"Teatro‐Cine Municipal (Cine Lorente)";"3";"1944";"c/ Real";"ARAGON"
"La Zaida";"Cine La Zaida";"2";"1955";"Avda. Zaragoza, 54";"ARAGON"
"Zaidín";"Cine Avinguda (Cine Avenida)";"3";"1955";"Avda. San Antonio Abad, 8";"ARAGON"
"Zaidín";"Cine Parcerisa";"3";"1960";"Zaidín";"ARAGON"
"Zaragoza";"Cine Coliseo (Coliseo Equitativo)";"2";"1950";"Paseo de la Independencia, 19";"ARAGON"
"Zaragoza";"Cine Elíseos (Cinema Elíseo)";"2";"1944";"Paseo de Sagasta, 4";"ARAGON"
"Zaragoza";"Cine Gran Vía";"2";"1943";"Paseo de Fernando el Católico, 2‐ 12";"ARAGON"
"Zaragoza";"Cine Latino";"2";"1954";"c/ Estébanes, 29";"ARAGON"
"Zaragoza";"Cine Madrid";"2";"1955";"Avda. de Madrid, 113‐115";"ARAGON"
"Zaragoza";"Cine Mola";"2";"1967";"Paseo de Sagasta, 12";"ARAGON"
"Zaragoza";"Cine Norte";"1";"1953";"c/ de Jesús";"ARAGON"
"Zaragoza";"Cine París";"2";"1957";"Paseo de las Damas, 11";"ARAGON"
"Zaragoza";"Cine Rex";"3";"1954";"c/ 5 de Marzo, 5";"ARAGON"
"Zaragoza";"Cine Torrero";"2";"1953";"Paseo Cuéllar, 24";"ARAGON"
"Zaragoza";"Cine Victoria";"2";"1943";"Avda. Conde Aranda,";"ARAGON"
"Zaragoza";"Cines Goya (Salón Cinema Goya, Cine Goya)";"2";"1932";"c/ San Miguel, 5‐7";"ARAGON"
"Zaragoza";"Cines Palafox Independencia (Cine Palafox, Cine Pasaje Palafox, Cines Palafox)";"3";"1954";"Paseo de la Independencia, 12";"ARAGON"
"Zaragoza";"Multicines Buñuel 4 (Cines Buñuel)";"1";"1978";"c/ Francisco de Vitoria, 30‐32";"ARAGON"
"Zaragoza";"Sala Cervantes (Cine Cervantes)";"3";"1975";"c/ Marqués Casa Jiménez, s/n";"ARAGON"
"Zaragoza";"Sala Venecia (Cine Venecia)";"2";"1951";"c/ Lasierra Purroy, 8‐10 (Barrio de Torrero)";"ARAGON"
"Zaragoza";"Teatro Fleta (Teatro Iris, Gran Teatro Fleta, Teatro‐Cine Fleta)";"1";"1955";"c/ César Augusto, 24‐28";"ARAGON"
"Zuera";"Teatro Reina Sofía (Cine Rif)";"3";"1953";"c/ Mayor, 55 y c/ San Pedro, 38";"ARAGON"
"Adeje";"Centro Cultural de Adeje (Cine Ezquivel)";"2";"1960";"c/ Príncipe Pelinor, 16";"CANARIAS"
"Agüimes";"Cine de Agüimes";"2";"1950";"c/ Juan Alvarado y Saiz, s/n";"CANARIAS"
"La Aldea de San Nicolás";"Centro Municipal de Cultura";"2";"1958";"c/ General Franco, 30 (San Nicolás";"CANARIAS"
"La Aldea de San Nicolás";"(Cine Moderno Cinema)";"";"";"de Tolentino)";"CANARIAS"
"Arafo";"Cine de Arafo";"2";"1968";"c/ Juan Luis Coello Rodríguez, 13";"CANARIAS"
"Arafo";"Cine de Pepillo (""Cine de la Calle Nueva"")";"2";"1920";"c/ José Pestano Núñez, 3";"CANARIAS"
"Arafo";"Cine Fariña";"1";"1945";"c/ Belisario García Siliuto, 7";"CANARIAS"
"Arafo";"Teatro Cine de Arafo";"1";"1928";"c/ Juan Luis Coello Rodríguez, 11";"CANARIAS"
"Arrecife";"Multicines Atlántida (Cine Atlántida)";"3";"1990";"c/ Ribera del Charco de San Ginés, 39";"CANARIAS"
"Arucas";"Centro Municipal de Cultura (Cine Díaz)";"3";"1946";"c/ León y Castillo, 5";"CANARIAS"
"Arucas";"Cine Estrella (""Cine de Cardones"")";"1";"1929";"c/ del Carmen, 13 (Montaña Cardones)";"CANARIAS"
"Arucas";"Cine Hespérides (Cine Alfonso XIII, ""Cine de Bañaderos"")";"2";"1929";"Avda. Lairaga, 61 (Bañaderos)";"CANARIAS"
"Arucas";"Cine Santidad";"2";"1969";"c/ Los Caídos, 20 (Barrio de Santidad)";"CANARIAS"
"Arucas";"Teatro Cine Rosales (Cine Rosales)";"3";"1963";"c/ Alcalde Suárez Franchy, 7";"CANARIAS"
"Breña Alta";"Cine Ariadne (Cine Novedades)";"2";"1947";"";"CANARIAS"
"Buenavista";"Cine Alfonso";"2";"1950";"Localidad de Buenavista";"CANARIAS"
"Candelaria";"Zona Joven‐Espacio Cultural Cine Viejo (Cine Candelaria)";"2";"1957";"c/ Condes Santa María de Abona, 1";"CANARIAS"
"Fasnia";"Cine Fasnia";"1";"1952";"c/ Menceyes, s/n";"CANARIAS"
"Firgas";"Cine Firgas";"2";"1953";"c/ Primo de Rivera, 6";"CANARIAS"
"Frontera";"Cine Frontera";"2";"1970";"c/ Merese, 24";"CANARIAS"
"Gáldar";"Centro Cultural Guaires (Cine Guaires)";"3";"1950";"c/ Guaires, 28";"CANARIAS"
"Gáldar";"Cine Unión";"1";"1960";"c/ Guaires, 9";"CANARIAS"
"Gáldar";"Teatro Consistorial de Gáldar (Teatro Cine de Gáldar)";"3";"1912";"c/ Tagoror, 6";"CANARIAS"
"Garachico";"Cine Atlántida";"1";"1964";"c/ San Lucas (La Caleta de Interián)";"CANARIAS"
"Granadilla de Abona";"Casa de la Juventud (Cine San Antonio)";"2";"1936";"c/ San Francisco, 29";"CANARIAS"
"Granadilla de Abona";"Cine Chimiche";"2";"1959";"Ctra. General del Sur, 8";"CANARIAS"
"Granadilla de Abona";"Cine Gardi";"1";"1959";"c/ Pedro González Gómez, 10";"CANARIAS"
"Granadilla de Abona";"Cine Novedades";"2";"1959";"Ctra. General del Sur (pedanía de Charco del Pino)";"CANARIAS"
"La Guancha";"Cine Dorta";"1";"1949";"c/ La Hoya, 1";"CANARIAS"
"Guía";"Teatro Hespérides (Cine Hespérides)";"3";"1934";"c/ Marqués de Muni, 2";"CANARIAS"
"Güímar";"Cinema Los Ángeles";"3";"1934";"Avda Santa Cruz, 10";"CANARIAS"
"Hermigua";"Cine Capitol";"2";"1950";"Ctra. General o c/ del Palmarejo, 195";"CANARIAS"
"Hermigua";"Cine Hermigua";"2";"1955";"Carreterra general, 161";"CANARIAS"
"Icod de los Vinos";"Cine Apolo";"1";"1970";"c/ El Durazgo, 6";"CANARIAS"
"Icod de los Vinos";"Teatro Cine Municipal de Icod de los Vinos (Cine Fajardo)";"3";"1950";"c/ San Felipe, 9";"CANARIAS"
"Ingenio";"Centro Cultural de la Villa (Cine Plaza)";"2";"1967";"c/ Juan XXIII, 6";"CANARIAS"
"Ingenio";"Cine Moderno";"1";"1951";"c/ General Mola, 1 (El Ejido)";"CANARIAS"
"Ingenio";"Cine Morales";"1";"1946";"c/ República Argentina, 7 (El Carrizal)";"CANARIAS"
"Ingenio";"Cine Universal";"1";"1933";"c/ General Mola, 10";"CANARIAS"
"Los Llanos de Aridane";"Cine Aridane";"2";"1957";"Avda Doctor Fleming, 14";"CANARIAS"
"Los Llanos de Aridane";"Imperial Cinema";"2";"1941";"";"CANARIAS"
"La Matanza de Acentejo";"Cine Prado";"2";"1958";"c/ Real, 158";"CANARIAS"
"La Orotava";"Auditorio Teobaldo Power (Cine Orotava, Teatro Power)";"2";"1957";"c/ Cantos Canarios, 1";"CANARIAS"
"La Orotava";"Sala Francisco Álvarez Abrante";"2";"1965";"c/ Lagar, esquina con c/ Obispo";"CANARIAS"
"La Orotava";"(Cine Perdoma)";"";"";"Pérez Cáceres (barrio de La Perdoma)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Apolo";"2";"1960";"c/ Don Pedro Infinito, 188 (Barrio de Schanann)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Astoria";"2";"1951";"c/ Fernando Guanarteme, 44 (Barrio de Guanarteme)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Capitol";"2";"1949";"c/ Tomás Morales, 23";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Colón";"1";"1929";"c/ Suárez Naranjo, 36, esquina c/ Pamochamoso, 45";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine de Tenoya";"2";"1946";"c/ Practicante Antonio Henríquez, 13 (Tenoya)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Guanarteme";"2";"1947";"c/ Fernando de Guanarteme, 7";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine La Luz";"2";"1955";"c/ Benartemi, 64 (La Isleta)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Litoral";"2";"1960";"c/ Bentagache, 15 (La Isleta)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Los Ángeles";"1";"1972";"c/ Rafael García Pérez, 17‐19";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Rex";"2";"1961";"c/ Eusebio Navarro, 69";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine San Roque";"2";"1949";"c/ Real de San Roque, 7";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Scala";"1";"1967";"c/ Henry Dunant, 10";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Sol (Sol Cinema)";"2";"1947";"c/ Gerona, 2‐4 (Barrio de Schamann)";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Torrecine";"2";"1925";"c/ Doctor Ventura Ramírez, 16";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Triana";"2";"1949";"c/ Triana, 62";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Universal";"2";"1980";"c/ General Vives, 95";"CANARIAS"
"Las Palmas de Gran Canaria";"Cine Wood";"1";"1933";"c/ Francisco Wood Quintana, 18 (Barrio de Tafira Alta)";"CANARIAS"
"Las Palmas de Gran Canaria";"Multicines Galaxy's (Cines Galaxy)";"1";"1985";"Avda. El Cid, 53 esquina Avda. José Mesa y López";"CANARIAS"
"Las Palmas de Gran Canaria";"Teatro Cuyás (Cine Cuyás)";"3";"1933";"c/ Viera y Clavijo, 11 (barrio de Triana)";"CANARIAS"
"Las Palmas de Gran Canaria";"Teatro Guiniguada (Cine Avellaneda)";"3";"1946";"c/ Mesa de León, s/n (Barrio de Vegueta)";"CANARIAS"
"El Paso";"Cine Avenida";"1";"1960";"c/ Manuel Taño, 1";"CANARIAS"
"Puerto de la Cruz";"Cine Vera";"2";"1957";"Ctra. Vera‐Realejos, 37 (La Vera)";"CANARIAS"
"Puerto de la Cruz";"Multicines Chimisay (Cine Chimisay)";"1";"1969";"c/ San Juan, 10";"CANARIAS"
"Puerto de la Cruz";"Sala Timanfaya (Cine Timanfaya)";"3";"1977";"c/ Las Damas, s/n";"CANARIAS"
"Puerto del Rosario";"Centro de Arte Juan Ismael";"2";"1957";"c/ Almirante Lallermand, 30 (La";"CANARIAS"
"Puerto del Rosario";"(Cine Marga)";"";"";"Costa de El Charco)";"CANARIAS"
"Puerto del Rosario";"Cines Odeón";"3";"2010";"c/ Teniente Durán, 13";"CANARIAS"
"Los Realejos";"Cine Viera (Teatro Cine Viera)";"1";"1948";"c/ del Medio de Arriba, 7";"CANARIAS"
"Los Realejos";"Teatro Cine Los Realejos";"3";"1931";"c/ San Agustín, 59";"CANARIAS"
"San Andrés y Sauces";"Cine Sauces";"2";"1929";"c/ Ramón y Cajal, 6";"CANARIAS"
"San Cristóbal";"Aguere Espacio Cultural (Cine Aguere, Multicines Aguere)";"3";"1972";"c/ Herradores, 48";"CANARIAS"
"San Cristóbal";"Cine Coliseum";"2";"1951";"c/ Candilas, 24, esquina con c/ Maya";"CANARIAS"
"San Cristóbal";"Cine Dácil";"2";"1952";"Avda Los Menceyes, 15";"CANARIAS"
"San Cristóbal";"Cine España";"2";"1953";"c/ de María Luisa, 14 (Taco)";"CANARIAS"
"San Cristóbal";"Cine Florida (Cine Real Florida)";"1";"1945";"Punta del Hidalgo, 95 (La Punta)";"CANARIAS"
"San Cristóbal";"Cine La Luz";"1";"1970";"c/ Narciso de Vera Marrero, 80 (La Cuesta)";"CANARIAS"
"San Cristóbal";"Cine La Paz";"1";"1950";"c/ La Fuente, 47 (Valle de Guerra)";"CANARIAS"
"San Cristóbal";"Teatro Cine Unión de Tejina (Cine Unión)";"3";"1926";"Pl. El Ramal, s/n (Tejina)";"CANARIAS"
"San Cristóbal";"Teatro Leal";"3";"1915";"c/Obispo Rey Redondo, 54";"CANARIAS"
"San Sebastián";"Auditorio Infanta Cristina (Cine Álvaro)";"3";"1970";"c/ Ruiz de Padrón, 89, esquina con c/ El Tanquito";"CANARIAS"
"Santa Brígida";"Centro Cultural de la Villa de Santa Brígida (Cine Santa Brígida)";"3";"1949";"c/ Nueva, 12";"CANARIAS"
"Santa Cruz de";"Multicines Avenida (Cine Avenida)";"1";"1991";"Avda del Puente, 39";"CANARIAS"
"Santa Cruz de";"Teatro Circo de Marte";"3";"1918";"c/ Virgen de la Luz, 5";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Costasur";"2";"1955";"Rambla del General García Escámez, 1 (Somosierra. Distrito Ofra‐Costa Sur)";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Numancia";"2";"1931";"c/ Numancia, 20";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Rex";"2";"1954";"c/ Méndez Núñez, 5";"CANARIAS"
"Santa Cruz de Tenerife";"Cine San Andrés";"2";"1935";"c/ Guillén, 6 (San Andrés)";"CANARIAS"
"Santa Cruz de Tenerife";"Cine San José";"1";"1970";"c/ Capuchina, 1 (El Tablero)";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Teatro Baudet";"2";"1944";"Avda. Islas Canarias, 4";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Teatro San Martín";"2";"1953";"c/ San Martín, 53 (Barrio de El Toscal)";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Víctor";"3";"1954";"Avda de la Asunción, 1";"CANARIAS"
"Santa Cruz de Tenerife";"Cine Yaiza Borges (Cine Tenerife)";"2";"1951";"Avda. Islas Canarias, 98, esquina c/ José Calzadilla Delahanty";"CANARIAS"
